link,title,category,latitude,longitude,address
https://www.google.com/maps/place/Vietcombank+Tower+Hanoi/data=!4m7!3m6!1s0x3135ab4a81897dc1:0xf6feb5cd55cf35eb!8m2!3d21.0288624!4d105.8574989!16s%2Fg%2F11ssk9tdlr!19sChIJwX2JgUqrNTER6zXPVc21_vY?authuser=0&hl=en&rclk=1,Vietcombank Tower Hanoi,Bank,21.028862,105.857499,"〒100000 Hà Nội, Hoàn Kiếm, Lý Thái Tổ, French Quarter, Đ. Trần Quang Khải, Vietcombank Tower Hanoi"
https://www.google.com/maps/place/ATM+Vietcombank+-+Vietcombank+Head/data=!4m7!3m6!1s0x3135abed00000001:0x44eb83d867cbba08!8m2!3d21.0213032!4d105.818612!16s%2Fg%2F11jmgw5t20!19sChIJAQAAAO2rNTERCLrLZ9iD60Q?authuser=0&hl=en&rclk=1,ATM Vietcombank - Vietcombank Head,ATM,21.021303,105.818612,"11 P. Láng Hạ, Chợ Dừa, Ba Đình, Hà Nội"
https://www.google.com/maps/place/ATM+Vietcombank/data=!4m7!3m6!1s0x3135ab6ac1d8b91d:0x1effb930c2cefa69!8m2!3d21.0327794!4d105.8072805!16s%2Fg%2F11b6dpsd12!19sChIJHbnYwWqrNTERafrOwjC5_x4?authuser=0&hl=en&rclk=1,ATM Vietcombank,ATM,21.032779,105.80728,"39 P. Đào Tấn, Ngọc Khánh, Ba Đình, Hà Nội"
https://www.google.com/maps/place/ATM+Southernbank+-+VCB+Doi+Can/data=!4m7!3m6!1s0x3135ab0d6cb83657:0x286cb2de58280b5e!8m2!3d21.0355477!4d105.8187048!16s%2Fg%2F1pzqclbhl!19sChIJVza4bA2rNTERXgsoWN6ybCg?authuser=0&hl=en&rclk=1,ATM Southernbank - VCB Doi Can,ATM,21.035548,105.818705,"285, Doi Can Street, Lieu Giai Ward, Ba Dinh District, Liễu Giai, Ba Đình, Hà Nội"
https://www.google.com/maps/place/ATM+Vietcombank/data=!4m7!3m6!1s0x3135ab68e2650097:0x8e657e2675c78de8!8m2!3d21.014863!4d105.8012332!16s%2Fg%2F11p60s24nh!19sChIJlwBl4mirNTER6I3HdSZ-ZY4?authuser=0&hl=en&rclk=1,ATM Vietcombank,ATM,21.014863,105.801233,"8 P.Trung Hòa, Trung Hoà, Cầu Giấy, Hà Nội"
https://www.google.com/maps/place/ATM+Vietcombank/data=!4m7!3m6!1s0x3135abca41fa7567:0x7db6fc109f1300fb!8m2!3d21.0176084!4d105.7932222!16s%2Fg%2F11p797yg4_!19sChIJZ3X6QcqrNTER-wATnxD8tn0?authuser=0&hl=en&rclk=1,ATM Vietcombank,ATM,21.017608,105.793222,"185 P. Trung Kính, Yên Hoà, Cầu Giấy, Hà Nội"
https://www.google.com/maps/place/Vietcombank+branch/data=!4m7!3m6!1s0x3135ab879dce97d7:0x3235629f5a1976bb!8m2!3d21.0094109!4d105.8378406!16s%2Fg%2F11g9jlw2tk!19sChIJ15fOnYerNTERu3YZWp9iNTI?authuser=0&hl=en&rclk=1,Vietcombank branch,Bank,21.009411,105.837841,"7 P. Xã Đàn, Phương Liên, Đống Đa, Hà Nội"
https://www.google.com/maps/place/ATM+Vietcombank+-+B%C6%B0u+C%E1%BB%A5c+%C4%90%E1%BB%8Bnh+C%C3%B4ng/data=!4m7!3m6!1s0x3135ac5f00000001:0xf14fd3ce35cac35d!8m2!3d20.9843274!4d105.833449!16s%2Fg%2F1pzvnzxfv!19sChIJAQAAAF-sNTERXcPKNc7TT_E?authuser=0&hl=en&rclk=1,ATM Vietcombank - Bưu Cục Định Công,ATM,20.984327,105.833449,"XRMM+P9P ATM Vietcombank - Bưu Cục Định Công, Khu Đô Thị Định Công, Phường Định Công, Quận Hoàng Mai, Định Công, Hoàng Mai, Hà Nội"
https://www.google.com/maps/place/ATM+Southernbank+-+Bach+Mai+Medicines+Store/data=!4m7!3m6!1s0x3135ac72896d02ef:0x5078f423f3d2825b!8m2!3d20.9969907!4d105.8498314!16s%2Fg%2F11b6dn4v0y!19sChIJ7wJtiXKsNTERW4LS8yP0eFA?authuser=0&hl=en&rclk=1,ATM Southernbank - Bach Mai Medicines Store,ATM,20.996991,105.849831,"Số 512, Đường P. Bạch Mai, Trương Định, Hai Bà Trưng, Hà Nội"
https://www.google.com/maps/place/ATM+Vietcombank/data=!4m7!3m6!1s0x3135a915b78d5f57:0x59ec9d3f6113018b!8m2!3d21.0275889!4d105.9038143!16s%2Fg%2F1jkvvy41w!19sChIJV1-NtxWpNTERiwETYT-d7Fk?authuser=0&hl=en&rclk=1,ATM Vietcombank,ATM,21.027589,105.903814,"11 Công Nghiệp 4, Long Biên, Hà Nội"
